xData,yData
748.0,-517.8335517644882
749.0,-520.6695556640625
750.0,-521.0642084479332
751.0,-538.1248950958252
752.0,-519.361837208271
753.0,-519.3375200033188
754.0,-517.1747267246246
755.0,-521.4463576674461
756.0,-518.4263110160828
757.0,-552.9308021068573
758.0,-551.7105937004089
759.0,-525.1500129699707
760.0,-528.266167640686
761.0,-522.5767463445663
762.0,-520.1226070523262
763.0,-539.9473756551743
764.0,-514.3783062696457
765.0,-521.9709515571594
766.0,-513.6081039905548
767.0,-540.9691840410233
768.0,-530.06571829319
769.0,-510.7578732073307
770.0,-516.2185564637184
771.0,-521.5471565723419
772.0,-523.5516116023064
773.0,-536.3265067338943
774.0,-516.6990920901299
775.0,-539.4030213356018
776.0,-514.2341122031212
777.0,-536.9504421949387
778.0,-560.4182779788971
779.0,-522.6650416851044
780.0,-516.678124666214
781.0,-513.3205369114876
782.0,-84.0
783.0,-538.1472766399384
784.0,-516.318391263485
785.0,-535.3409886360168
786.0,-545.7631707191467
787.0,-519.849382340908
788.0,-532.6593339443207
789.0,-514.7252917289734
790.0,-524.2578878998756
791.0,-513.5763555765152
792.0,-509.82026383280754
793.0,-518.3798298239708
794.0,-524.0947529673576
795.0,-514.2222344875336
796.0,-518.2997092604637
797.0,-36.0
798.0,-521.216182410717
799.0,-517.8665712475777
800.0,-515.9114047884941
801.0,-516.4511129260063
802.0,-522.3927915096283
803.0,-514.7163063287735
804.0,-512.3525008559227
805.0,-517.76003241539
806.0,-522.4876537919044
807.0,-526.1472225189209
808.0,-525.1349687576294
809.0,-542.9241478443146
810.0,-522.717173397541
811.0,-546.6784685850143
812.0,-516.7128428816795
813.0,-519.2024484276772
814.0,-553.9728283882141
815.0,-556.4002335071564
816.0,-513.2857725024223
817.0,-531.7984700202942
818.0,-547.5478738546371
819.0,-531.2988728284836
820.0,-514.4201010465622
821.0,-545.3389137983322
822.0,-504.5050535351038
823.0,-513.0570948123932
824.0,-507.9227514564991
825.0,-510.709834843874
826.0,-230.0
827.0,-507.5776904821396
828.0,-514.8253217339516
829.0,-520.2506050467491
830.0,-510.5005867779255
831.0,-526.337194442749
832.0,30.0
833.0,-514.5891949534416
834.0,-521.7335030436516
835.0,-514.0171676874161
836.0,-516.7788118124008
837.0,-521.2956666946411
838.0,-516.1698207259178
839.0,-517.8724378347397
840.0,-517.6254764199257
841.0,-516.8320521712303
842.0,-509.0843051671982
843.0,-520.2655151486397
844.0,-532.858544588089
845.0,-525.1726806163788
846.0,-543.0736750364304
847.0,-545.4792827367783
